run_id,source_file,record_index,schema_version,policy,profile,seed,status,failure_type,failure_message,unsafe_crossing,safe_success,wrong_detour,contract_repair_attempted,contract_repair_success,plan_invalidation_expected,plan_invalidation_correct,echo_present,echo_rejection_success,p_clear,true_label,prediction_set,observation_count,replan_count,path_length,record_sha256
conformal-only__dynamic-change__seed-50012,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50012.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50012,completed,,,False,False,False,False,,False,,False,,0.10399910333065099,blocked,"[""blocked""]",1,0,3.398032272442745,72306894fe9ed0b026c213134c3ddd53372b16b23121bb13f77709f6f056fe81
conformal-only__dynamic-change__seed-50013,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50013.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50013,completed,,,False,True,True,False,,False,,False,,0.20665355858524947,clear,"[""blocked""]",1,0,5.590243427331527,b63e56bdedb6713297f700a1505c0193ad2ac2719077f7ba22e19f4e607cec52
conformal-only__dynamic-change__seed-50014,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50014.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50014,completed,,,False,False,False,False,,False,,False,,0.06405706596633287,blocked,"[""blocked""]",1,0,3.9479148915317253,e1d090328cc8344ccb4493486a77e945fe41e9ca195f5b5747586c56c83287d1
conformal-only__dynamic-change__seed-50015,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50015.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50015,completed,,,False,False,True,False,,False,,False,,0.2486275191257522,clear,"[""clear"",""blocked""]",1,0,2.7174646583380966,8432da4f04410beb4726dc0f44fd5281ff958ff18b591bd2a7258f0f193c4874
conformal-only__dynamic-change__seed-50016,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50016.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50016,completed,,,False,True,False,False,,False,,False,,0.07366186560100929,blocked,"[""blocked""]",1,0,5.590243427331527,91a5f61a00aec9ee5f363e5789bb1e54fcbe4cd1674d57c199a0859f7bb4622f
conformal-only__dynamic-change__seed-50017,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50017.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50017,completed,,,False,False,True,False,,False,,False,,0.2713199043512009,clear,"[""clear"",""blocked""]",1,0,2.827183320971675,c097615523be2d75ce0c02f61ca1d002b6e883931b20f4191c2a6b4f1fe2f589
conformal-only__dynamic-change__seed-50018,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50018.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50018,completed,,,False,True,False,False,,False,,False,,0.04202861296995064,blocked,"[""blocked""]",1,0,7.381041027300136,d6a57bfa12b1620f8bcefe34b160f162080618d70efe2857a85f3abeb29389c3
conformal-only__dynamic-change__seed-50019,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__dynamic-change__seed-50019.json,1,look-twice.episode/v4,conformal-only,dynamic-change,50019,completed,,,False,False,True,False,,False,,False,,0.274050732557122,clear,"[""clear"",""blocked""]",1,0,2.7284236586172326,6aa881337e6b838ec547fffb6788e9e1275f5a694c8bee1074dea47917a79a86
conformal-only__evidence-echo__seed-50000,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50000.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50000,completed,,,False,True,True,False,,False,,True,,0.2883020995309793,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,a7d3cc082e2e214d2aa048bf9ddc0e22cb2f323c77b7ce8c1a2eefc23c37827c
conformal-only__evidence-echo__seed-50001,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50001.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50001,completed,,,False,False,False,False,,False,,True,,0.0002997895463549005,blocked,"[""blocked""]",1,0,3.9809146046091985,acf24973ee01d071b2b8704942afb7fc127175e92d3758e738079c8950f03b4f
conformal-only__evidence-echo__seed-50002,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50002.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50002,completed,,,False,True,True,False,,False,,True,,0.2883618381944515,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,fa0bb0d09bbbf0db0b9c48d6fcc115f88ab535e1430948b0fe544a6d31ae9b83
conformal-only__evidence-echo__seed-50003,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50003.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50003,completed,,,False,False,False,False,,False,,True,,0.001237584618494103,blocked,"[""blocked""]",1,0,4.024914325360174,cd0ff10b0c93fc0bf66b71c02a4bcf34e5ba9d751dd7445ccd065d96ee7a2793
conformal-only__evidence-echo__seed-50004,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50004.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50004,completed,,,False,False,True,False,,False,,True,,0.30849894326126404,clear,"[""clear"",""blocked""]",1,0,3.420012150048763,908ad522db9f841b4c8b38760abf1a897a811f5c6228e5245a784e4dab33304a
conformal-only__evidence-echo__seed-50005,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50005.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50005,completed,,,False,False,False,False,,False,,True,,0.00019575083264056214,blocked,"[""blocked""]",1,0,3.9809146046091985,8ab003d79ea01332b56eb2d1c509b348597aabb90c13e40b885a7ec436575bcb
conformal-only__evidence-echo__seed-50006,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50006.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50006,completed,,,False,True,True,False,,False,,True,,0.271794631017529,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,df5318163d21780666ed2d63f41f997daac2cba7f4cc4eed12ad1b3248e2e4ec
conformal-only__evidence-echo__seed-50007,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50007.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50007,completed,,,False,True,False,False,,False,,True,,0.0017163152950531169,blocked,"[""blocked""]",1,0,5.590243427331527,ad144d55d2d52a3a1ff1a06e55ea1b62a72f27e6177991d8f58efacff7a93a0b
conformal-only__evidence-echo__seed-50008,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50008.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50008,completed,,,False,False,True,False,,False,,True,,0.30439965235771915,clear,"[""clear"",""blocked""]",1,0,3.6839244219065046,c0f1729578f6096898a5052ecd68cbb0e6ec07c56e0d2218a6a466ad159849ac
conformal-only__evidence-echo__seed-50009,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50009.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50009,completed,,,False,True,False,False,,False,,True,,0.003769634819024037,blocked,"[""blocked""]",1,0,5.590243427331527,7c76086687bd2157f5cfcfda1ed6d3d832659112ca0bb496fd437553397fd6f8
conformal-only__evidence-echo__seed-50010,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50010.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50010,completed,,,False,False,True,False,,False,,True,,0.3032348950195597,clear,"[""clear"",""blocked""]",1,0,3.5409492152511084,133f6d533bcf5cf79d3191fce5ea20c8829729aa8ae810bd25661115cf212f33
conformal-only__evidence-echo__seed-50011,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50011.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50011,completed,,,False,False,False,False,,False,,True,,0.003091360601677917,blocked,"[""blocked""]",1,0,2.772292467326258,05d06ff6f18eda5462eb534a9847d227da1a2541bff20b53ec7ea11ff6df3a9f
conformal-only__evidence-echo__seed-50012,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50012.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50012,completed,,,False,False,True,False,,False,,True,,0.3064669548358614,clear,"[""clear"",""blocked""]",1,0,3.398032272442745,ed396d1002337fe4d0707a1b785b8c4001f10282caa99cc6bf22cbb1cbe02129
conformal-only__evidence-echo__seed-50013,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50013.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50013,completed,,,False,True,False,False,,False,,True,,0.003479823995199416,blocked,"[""blocked""]",1,0,5.590243427331527,ebfa0fcd40957a581371b96f1e78d0f1caaea199250b4de6857d7ea15e1ccc8a
conformal-only__evidence-echo__seed-50014,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50014.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50014,completed,,,False,False,True,False,,False,,True,,0.30157200526344763,clear,"[""clear"",""blocked""]",1,0,3.9479148915317253,beeac3fa1384dfe389f5b3be708cd582a9223619a8c359b699d74ee5545f2e1a
conformal-only__evidence-echo__seed-50015,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50015.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50015,completed,,,False,False,False,False,,False,,True,,0.0019043800805845779,blocked,"[""blocked""]",1,0,2.7174646583380966,a9656346a7689e5e9e5a02a721765e2e98d6a01ad501203168d3b901e5d1533c
conformal-only__evidence-echo__seed-50016,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50016.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50016,completed,,,False,True,True,False,,False,,True,,0.2838273496063015,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,2ddaa539fbcebcb27a797f0e931e66f4279afce0c38c1d4a51523400fb12c59e
conformal-only__evidence-echo__seed-50017,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50017.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50017,completed,,,False,False,False,False,,False,,True,,0.00018801712116511826,blocked,"[""blocked""]",1,0,2.827183320971675,594178dd688e21232dae80bb8d58401b96b234193bf066e4f278327d898a7613
conformal-only__evidence-echo__seed-50018,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50018.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50018,completed,,,False,True,True,False,,False,,True,,0.1312248323973706,clear,"[""blocked""]",1,0,7.381041027300136,c273a790890046db98ce4f042e2b4798d879e5b76c9d51de6008d36d64093cfd
conformal-only__evidence-echo__seed-50019,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__evidence-echo__seed-50019.json,1,look-twice.episode/v4,conformal-only,evidence-echo,50019,completed,,,False,False,False,False,,False,,True,,0.0030578309342592647,blocked,"[""blocked""]",1,0,2.7284236586172326,a8870ad9fecd706100b6407b95f27f4139caf5ae646b8bfc6de542b8671c611c
conformal-only__independent-noise__seed-50000,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50000.json,1,look-twice.episode/v4,conformal-only,independent-noise,50000,completed,,,False,True,True,False,,False,,False,,0.2975195960260858,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,b22dbae51b997cea77928a31944cacdcd72f92f0e7bd3697319ca66e043fafbe
conformal-only__independent-noise__seed-50001,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50001.json,1,look-twice.episode/v4,conformal-only,independent-noise,50001,completed,,,False,False,False,False,,False,,False,,0.09990711144736908,blocked,"[""blocked""]",1,0,3.9809146046091985,57e0fc4a5e077add94092e25b707d440949761589650d76196dfe2cf5d4d08dd
conformal-only__independent-noise__seed-50002,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50002.json,1,look-twice.episode/v4,conformal-only,independent-noise,50002,completed,,,False,True,True,False,,False,,False,,0.2978178468034537,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,6e08b50d15eb6d9c70d49199b2f287939dea7e5dbc12840d9220382e529d02c6
conformal-only__independent-noise__seed-50003,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50003.json,1,look-twice.episode/v4,conformal-only,independent-noise,50003,completed,,,False,False,False,False,,False,,False,,0.07910757252346845,blocked,"[""blocked""]",1,0,4.024914325360174,54c3a16af24160eef2e39a3e2b97453918098244896afcb9ffe146054ab76512
conformal-only__independent-noise__seed-50004,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50004.json,1,look-twice.episode/v4,conformal-only,independent-noise,50004,completed,,,False,False,True,False,,False,,False,,0.3051618855068299,clear,"[""clear"",""blocked""]",1,0,3.420012150048763,41d90466a0ed188fc67d95726f68b002390ce78b3b7d835e4f83cd3bbf592508
conformal-only__independent-noise__seed-50005,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50005.json,1,look-twice.episode/v4,conformal-only,independent-noise,50005,completed,,,False,False,False,False,,False,,False,,0.04049186714729258,blocked,"[""blocked""]",1,0,3.9809146046091985,3a5683bc7f3411b9f8228895534c512260b1c857b37710de58303433294cfaae
conformal-only__independent-noise__seed-50006,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50006.json,1,look-twice.episode/v4,conformal-only,independent-noise,50006,completed,,,False,True,True,False,,False,,False,,0.2724990093312294,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,2b5e3c5abaa26db650f459a7175799f26142211c6692a725574d82d1dfe56a88
conformal-only__independent-noise__seed-50007,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50007.json,1,look-twice.episode/v4,conformal-only,independent-noise,50007,completed,,,False,True,False,False,,False,,False,,0.08563260004379858,blocked,"[""blocked""]",1,0,5.590243427331527,b2c4297dad23d33bbd68002624a217fc19dddf2ca49f9c9e510cd8d71560fb1f
conformal-only__independent-noise__seed-50008,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50008.json,1,look-twice.episode/v4,conformal-only,independent-noise,50008,completed,,,False,False,True,False,,False,,False,,0.307440740747029,clear,"[""clear"",""blocked""]",1,0,3.6839244219065046,4fa7d87e8009ec4f7ac364b2ffebb4dcb101746be803da8ad921628279212165
conformal-only__independent-noise__seed-50009,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50009.json,1,look-twice.episode/v4,conformal-only,independent-noise,50009,completed,,,False,True,False,False,,False,,False,,0.062062501612025645,blocked,"[""blocked""]",1,0,5.590243427331527,34c03e9bfc0f45a88683c1cbc981ad2a10a671a46cfeba66613dea2f2e9558a1
conformal-only__independent-noise__seed-50010,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50010.json,1,look-twice.episode/v4,conformal-only,independent-noise,50010,completed,,,False,False,True,False,,False,,False,,0.3041755285230784,clear,"[""clear"",""blocked""]",1,0,3.5409492152511084,39355ad9859cdd1add05fbc8a1e328d690985b8a6752e16eeb773d813eefbdf0
conformal-only__independent-noise__seed-50011,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50011.json,1,look-twice.episode/v4,conformal-only,independent-noise,50011,completed,,,False,False,False,False,,False,,False,,0.06675837383571992,blocked,"[""blocked""]",1,0,2.772292467326258,05450dce1c5380ff4e690de766ae9c5ef45673b7253dadbc35ca5358fd18e89e
conformal-only__independent-noise__seed-50012,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50012.json,1,look-twice.episode/v4,conformal-only,independent-noise,50012,completed,,,False,False,True,False,,False,,False,,0.3136163889453363,clear,"[""clear"",""blocked""]",1,0,3.398032272442745,21f009930caf2d41ffedf0fee2e4389e5a179a3dbe0a5fd0efe32a2faa29cb03
conformal-only__independent-noise__seed-50013,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50013.json,1,look-twice.episode/v4,conformal-only,independent-noise,50013,completed,,,False,True,False,False,,False,,False,,0.04758506200806267,blocked,"[""blocked""]",1,0,5.590243427331527,57cae33880a3fcb69389a57ff5f80b6b4942d1fe509f4c1ecbde59b09fa343aa
conformal-only__independent-noise__seed-50014,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50014.json,1,look-twice.episode/v4,conformal-only,independent-noise,50014,completed,,,False,False,True,False,,False,,False,,0.3100273503314649,clear,"[""clear"",""blocked""]",1,0,3.9479148915317253,9bc390cffe9c43e2cffe6917e293f5b0d73bcf2ed39e9cbe859e7044b4315faf
conformal-only__independent-noise__seed-50015,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50015.json,1,look-twice.episode/v4,conformal-only,independent-noise,50015,completed,,,False,False,False,False,,False,,False,,0.054104008804368164,blocked,"[""blocked""]",1,0,2.7174646583380966,e5a1407093b6011005fde590f4d0512c3a2c92ea9a0d860933af6174ba98a4d1
conformal-only__independent-noise__seed-50016,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50016.json,1,look-twice.episode/v4,conformal-only,independent-noise,50016,completed,,,False,True,True,False,,False,,False,,0.2872545765478528,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,ba2e062adce98d0a5183a5dfd352ba5586eb0e5da5824f9f333e5e738a74e7d1
conformal-only__independent-noise__seed-50017,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50017.json,1,look-twice.episode/v4,conformal-only,independent-noise,50017,completed,,,False,False,False,False,,False,,False,,0.07570803869652198,blocked,"[""blocked""]",1,0,2.827183320971675,db91477d4fba00056c76394dc5c31e43efd6af3b0cd7b50a6d588dfafa06645d
conformal-only__independent-noise__seed-50018,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50018.json,1,look-twice.episode/v4,conformal-only,independent-noise,50018,completed,,,False,True,True,False,,False,,False,,0.12911234603026067,clear,"[""blocked""]",1,0,7.381041027300136,a9087709e9b0462fc609e341e7050d1a49a1076fcd9d4ae7a7dcce5986d819c2
conformal-only__independent-noise__seed-50019,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__independent-noise__seed-50019.json,1,look-twice.episode/v4,conformal-only,independent-noise,50019,completed,,,False,False,False,False,,False,,False,,0.07136939801067388,blocked,"[""blocked""]",1,0,2.7284236586172326,f9ab7eb2792029a01801e96cb9a6c034e98925e571a55d2ab904f541ebe84eda
conformal-only__ood-severity__seed-50000,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__ood-severity__seed-50000.json,1,look-twice.episode/v4,conformal-only,ood-severity,50000,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,5da8727bfafd41fb666025273136b7670a357aabcf3f934c1a0e9d6076b35fc2
conformal-only__ood-severity__seed-50001,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__ood-severity__seed-50001.json,1,look-twice.episode/v4,conformal-only,ood-severity,50001,completed,,,False,False,False,False,,False,,False,,0.1168676655284685,blocked,"[""blocked""]",1,0,3.9809146046091985,37dc82a65cfea2691a6ebb14d3c6314d153cfa75f079207204c8cd59fb4e4ddb
conformal-only__ood-severity__seed-50002,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__ood-severity__seed-50002.json,1,look-twice.episode/v4,conformal-only,ood-severity,50002,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,a09b91616cab5e43395b12b50ae9e0190488281ad8b28e89c01c8ede5c1b64ff
conformal-only__ood-severity__seed-50003,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__ood-severity__seed-50003.json,1,look-twice.episode/v4,conformal-only,ood-severity,50003,completed,,,False,False,False,False,,False,,False,,0.21880208333333329,blocked,"[""blocked""]",1,0,4.024914325360174,8aa49152bbfe95045846e4ec8311531c1cf05d2697c5751340d4c20844b71882
conformal-only__ood-severity__seed-50004,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__ood-severity__seed-50004.json,1,look-twice.episode/v4,conformal-only,ood-severity,50004,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.420012150048763,c1b0a102aef03f6f0811d881c4edc62b43d7d85f73fd3091104b0702ba6d004c
conformal-only__ood-severity__seed-50005,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__ood-severity__seed-50005.json,1,look-twice.episode/v4,conformal-only,ood-severity,50005,completed,,,False,False,False,False,,False,,False,,0.18541666666666667,blocked,"[""blocked""]",1,0,3.9809146046091985,01b1c3631fd00eb91681964398a49d9458752f49591f9dc1f605c0235ca76d22
conformal-only__ood-severity__seed-50006,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/conformal-only__ood-severity__seed-50006.json,1,look-twice.episode/v4,conformal-only,ood-severity,50006,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,4dd5cf945b3724aaa18fbb942c077efbeb79af69ab5d9d6c88c37297f4a66250
